timestamp,open,high,low,close,volume
2024-07-11,0.06328,0.0643,0.0571,0.05741,258350126.451819
2024-07-12,0.0574,0.05989,0.05607,0.05884,162004291.401978
2024-07-13,0.05886,0.0616,0.0549,0.05668,203421659.503135
2024-07-14,0.05671,0.07158,0.05669,0.06692,779594529.696201
2024-07-15,0.06679,0.078,0.06611,0.07584,628269731.861237
2024-07-16,0.07583,0.08321,0.06732,0.08134,747313961.538521
2024-07-17,0.08137,0.08554,0.07793,0.08115,448947021.403453
2024-07-18,0.08116,0.08336,0.07679,0.08106,312505283.305193
2024-07-19,0.08115,0.08768,0.07861,0.08514,445345316.4709
2024-07-20,0.08515,0.08921,0.08339,0.08573,231681506.904824
2024-07-21,0.0858,0.08983,0.08167,0.08774,263990605.706636
2024-07-22,0.08777,0.08836,0.07878,0.08015,226352248.26163
2024-07-23,0.0802,0.0842,0.07529,0.07819,216918482.928381
2024-07-24,0.07812,0.08387,0.0777,0.07964,259424797.849702
2024-07-25,0.0796,0.08074,0.07261,0.07663,298749474.088228
2024-07-26,0.07664,0.08268,0.07592,0.08158,165802691.15214
2024-07-27,0.08157,0.08609,0.07881,0.08146,185806375.472707
2024-07-28,0.08142,0.08187,0.07716,0.07884,106255005.990489
2024-07-29,0.07884,0.08088,0.0756,0.0763,133488326.17852
2024-07-30,0.07631,0.07764,0.07107,0.07237,82827436.721991
2024-07-31,0.07242,0.07371,0.0688,0.06887,116716512.037079
2024-08-01,0.06893,0.06991,0.06086,0.06549,187492520.914444
2024-08-02,0.06548,0.06889,0.06204,0.06324,177693144.193063
2024-08-03,0.06314,0.06476,0.05709,0.05758,128678978.623273
2024-08-04,0.05755,0.05994,0.051,0.05294,180873587.299992
2024-08-05,0.05294,0.05392,0.04255,0.04834,717957295.111844
2024-08-06,0.04833,0.05663,0.04812,0.05466,347868661.952825
2024-08-07,0.0546,0.05737,0.05186,0.05254,200439062.111118
2024-08-08,0.05257,0.0624,0.05124,0.06169,177367445.422531
2024-08-09,0.0617,0.06297,0.05836,0.06012,98718162.269638
2024-08-10,0.06012,0.06112,0.05844,0.05976,55978953.008982
2024-08-11,0.05973,0.0616,0.05304,0.05329,120795717.329683
2024-08-12,0.05329,0.06079,0.05275,0.06041,192720496.058577
2024-08-13,0.06042,0.0639,0.05681,0.05813,226352965.876116
2024-08-14,0.0581,0.05826,0.05325,0.05423,144154766.159728
2024-08-15,0.05418,0.05489,0.04923,0.05054,129624657.034265
2024-08-16,0.05053,0.05157,0.04785,0.0497,129428980.646678
2024-08-17,0.04972,0.05195,0.04948,0.05135,82418989.076483
2024-08-18,0.05135,0.05691,0.05053,0.05308,95646201.357069
2024-08-19,0.05308,0.05445,0.05091,0.0542,86897506.422153
2024-08-20,0.05421,0.05749,0.0539,0.05648,136228954.161772
2024-08-21,0.05651,0.06102,0.05529,0.06003,99657486.045472
2024-08-22,0.06005,0.06188,0.05934,0.06104,107139478.58456
2024-08-23,0.06104,0.07053,0.0597,0.06887,199967261.399257
2024-08-24,0.0689,0.07956,0.06719,0.07582,214614563.056599
2024-08-25,0.07592,0.0762,0.07009,0.07386,165554037.000795
2024-08-26,0.07392,0.07641,0.07008,0.07186,140201339.430218
2024-08-27,0.0718,0.07683,0.06547,0.0667,194748598.982805
2024-08-28,0.06665,0.0693,0.06102,0.06495,214489136.981887
2024-08-29,0.0649,0.07148,0.06485,0.06941,210411060.724894
2024-08-30,0.06943,0.07578,0.06666,0.07128,488360061.236746
2024-08-31,0.07128,0.0748,0.06936,0.07098,262524849.832577
2024-09-01,0.07094,0.07166,0.05875,0.05886,221835386.173336
2024-09-02,0.05883,0.06322,0.0558,0.06189,293424630.240966
2024-09-03,0.0619,0.06376,0.05786,0.05805,202294181.133228
2024-09-04,0.05804,0.06278,0.0554,0.06083,260247148.031037
2024-09-05,0.06083,0.06175,0.05789,0.0595,153275992.418396
2024-09-06,0.05951,0.06271,0.0497,0.05183,341888264.397602
2024-09-07,0.05186,0.055,0.0503,0.0514,252570252.378061
2024-09-08,0.05143,0.05433,0.05074,0.05316,169185804.060265
2024-09-09,0.05313,0.06431,0.05241,0.0627,332650176.596064
