timestamp,open,high,low,close,volume
2024-07-11,2294.0,2389.7,2244.6,2381.9,624.25766354
2024-07-12,2381.8,2549.7,2359.0,2519.9,1119.18429164
2024-07-13,2519.1,2734.9,2517.6,2711.4,1402.72360484
2024-07-14,2712.7,2873.4,2672.7,2783.2,873.5491243
2024-07-15,2781.5,2965.0,2760.0,2926.5,1902.66692315
2024-07-16,2927.9,3046.4,2860.7,3038.3,1658.61037045
2024-07-17,3040.5,3121.1,2818.9,2856.6,1138.92412019
2024-07-18,2861.9,2945.0,2750.5,2816.4,637.97354301
2024-07-19,2816.4,2861.8,2695.0,2842.7,752.69305465
2024-07-20,2840.9,2842.1,2759.0,2814.2,377.12792285
2024-07-21,2812.0,2931.2,2716.4,2895.9,499.72123822
2024-07-22,2892.4,2961.9,2683.7,2694.4,595.14043568
2024-07-23,2686.8,2854.9,2656.2,2816.2,811.55460071
2024-07-24,2818.3,2831.2,2652.0,2706.8,784.5992953
2024-07-25,2707.0,2734.8,2577.6,2642.9,1472.07277163
2024-07-26,2635.9,2782.2,2634.0,2649.2,472.04695395
2024-07-27,2648.6,2683.3,2555.7,2642.0,616.43739631
2024-07-28,2639.9,2686.6,2577.9,2638.2,351.90767427
2024-07-29,2638.7,2843.2,2630.0,2823.1,873.99346987
2024-07-30,2822.8,2863.1,2736.8,2779.8,770.01272506
2024-07-31,2776.4,2907.1,2755.1,2800.3,493.52138248
2024-08-01,2800.9,2814.8,2640.2,2740.5,842.26458023
2024-08-02,2740.4,2743.6,2425.5,2428.7,788.53516163
2024-08-03,2429.0,2438.4,2303.9,2313.4,561.91393253
2024-08-04,2314.0,2314.0,2103.1,2167.8,1027.42853585
2024-08-05,2169.9,2180.3,1716.9,1901.7,4988.82547478
2024-08-06,1902.2,2031.8,1850.7,1863.4,1395.92690372
2024-08-07,1863.3,1926.9,1753.8,1795.1,2286.78861471
2024-08-08,1795.1,2068.4,1778.0,2054.7,1907.5298767
2024-08-09,2052.6,2085.7,1980.2,2008.1,687.05870215
2024-08-10,2007.2,2029.2,1948.5,1972.8,309.29569953
2024-08-11,1975.0,2029.3,1876.4,1885.9,383.44343445
2024-08-12,1887.6,2033.4,1867.3,2013.4,328.5086198
2024-08-13,2012.2,2160.8,1969.7,2139.3,1360.61573669
2024-08-14,2139.7,2160.4,2024.5,2056.5,700.87960897
2024-08-15,2057.2,2065.0,1939.8,1960.2,541.4679252
2024-08-16,1958.8,1995.7,1935.0,1973.6,470.02524745
2024-08-17,1972.0,1979.6,1934.9,1951.6,254.30783167
2024-08-18,1953.2,1988.1,1932.7,1934.0,243.02481725
2024-08-19,1932.0,1960.9,1892.4,1959.3,237.71809564
2024-08-20,1958.0,1984.7,1908.4,1939.8,250.49219502
2024-08-21,1939.4,2062.2,1915.0,2034.5,622.43696793
2024-08-22,2036.4,2056.0,1988.4,2025.0,447.27012948
2024-08-23,2026.1,2196.5,2021.2,2172.3,579.72543165
2024-08-24,2173.5,2203.0,2101.3,2134.7,604.6311876
2024-08-25,2135.9,2158.9,2077.7,2134.2,263.91108925
2024-08-26,2138.3,2147.6,2066.0,2082.1,340.36179449
2024-08-27,2081.4,2174.8,1926.5,1967.2,1185.96427133
2024-08-28,1965.7,1965.7,1785.6,1815.9,2136.25511929
2024-08-29,1814.6,1834.4,1760.2,1779.2,711.93396081
2024-08-30,1777.8,1796.9,1705.8,1766.4,532.46540701
2024-08-31,1766.4,1773.6,1744.2,1758.7,128.99824721
2024-09-01,1756.2,1764.2,1665.3,1687.6,364.90901275
2024-09-02,1685.7,1777.8,1683.9,1755.8,423.13343202
2024-09-03,1757.1,1776.0,1667.0,1679.7,601.50716389
2024-09-04,1679.1,1706.5,1604.1,1671.6,506.39570506
2024-09-05,1672.1,1687.0,1614.3,1626.7,291.14032997
2024-09-06,1627.1,1653.1,1485.1,1532.6,693.70260649
2024-09-07,1531.0,1564.4,1523.6,1542.8,175.31515836
2024-09-08,1542.4,1574.0,1504.0,1540.2,422.79569419
2024-09-09,1542.0,1675.8,1528.6,1611.6,1216.30070578
2024-09-10,1612.6,1618.0,1571.1,1608.7,663.72868047
2024-09-11,1609.0,1609.0,1524.2,1596.7,920.80887201
2024-09-12,1594.0,1634.4,1591.2,1622.8,399.09992854
2024-09-13,1621.5,1638.6,1589.8,1635.0,409.73867155
2024-09-14,1635.3,1668.3,1576.2,1605.5,620.03528205
2024-09-15,1605.5,1622.3,1518.9,1542.7,320.19793368
2024-09-16,1540.9,1543.2,1497.7,1524.1,384.36547535
2024-09-17,1524.3,1569.2,1473.9,1499.1,438.06803359
2024-09-18,1495.8,1516.0,1431.8,1515.9,843.53367096
2024-09-19,1515.9,1582.8,1509.7,1524.0,855.66692057
2024-09-20,1523.6,1589.2,1501.1,1519.9,993.726004
2024-09-21,1519.4,1591.2,1480.0,1581.1,948.91483458
2024-09-22,1582.0,1632.4,1533.9,1582.7,1548.06823768
2024-09-23,1583.0,1656.6,1549.9,1633.5,1237.07110014
2024-09-24,1633.5,1641.6,1557.1,1594.9,1403.59597782
2024-09-25,1595.0,1612.9,1541.5,1550.9,1867.85029303
2024-09-26,1551.0,1615.2,1522.8,1607.5,1991.66503317
