timestamp,open,high,low,close,volume
2024-07-11,0.0602,0.0636,0.0588,0.0591,768165.781654
2024-07-12,0.0591,0.0597,0.0568,0.0597,485633.338631
2024-07-13,0.0597,0.0623,0.0596,0.0618,526274.340042
2024-07-14,0.0618,0.075,0.0618,0.0646,6163730.124915
2024-07-15,0.0647,0.0693,0.0646,0.0682,1544518.579751
2024-07-16,0.0682,0.0699,0.0646,0.0685,2070209.612073
2024-07-17,0.0687,0.0836,0.0679,0.0739,4527685.584979
2024-07-18,0.0737,0.0744,0.0695,0.073,949618.237087
2024-07-19,0.0731,0.0802,0.0703,0.0731,3114629.721019
2024-07-20,0.0734,0.0757,0.0726,0.0737,550867.519033
2024-07-21,0.0739,0.0745,0.0704,0.0737,765335.443836
2024-07-22,0.0737,0.0778,0.0718,0.0724,995162.409465
2024-07-23,0.0727,0.0737,0.0683,0.0688,504231.075717
2024-07-24,0.0688,0.0707,0.0667,0.0672,316373.358598
2024-07-25,0.067,0.0672,0.0632,0.0663,878528.527807
2024-07-26,0.0663,0.0711,0.0662,0.071,456590.06071
2024-07-27,0.0707,0.0712,0.0681,0.0707,333970.626692
2024-07-28,0.0704,0.0774,0.0694,0.0696,1500435.686452
2024-07-29,0.0698,0.0728,0.0694,0.0722,282129.810822
2024-07-30,0.0717,0.0719,0.0668,0.0673,259989.135369
2024-07-31,0.0671,0.0688,0.0652,0.0652,837193.859843
2024-08-01,0.0653,0.0658,0.0601,0.0645,574137.131488
2024-08-02,0.0642,0.0645,0.0596,0.0602,454056.764782
2024-08-03,0.0602,0.0612,0.0553,0.0564,994964.908068
2024-08-04,0.0566,0.0583,0.0526,0.0526,1206341.148634
2024-08-05,0.0526,0.053,0.0447,0.0498,1781046.306778
2024-08-06,0.0498,0.0546,0.0498,0.0529,988538.548645
2024-08-07,0.0528,0.0541,0.0494,0.0508,632942.471927
2024-08-08,0.0506,0.0579,0.05,0.0572,694929.605284
2024-08-09,0.0571,0.0579,0.0555,0.057,379466.958133
2024-08-10,0.0565,0.0573,0.0557,0.0564,275869.651915
2024-08-11,0.0564,0.062,0.0534,0.0537,1118921.623043
2024-08-12,0.0536,0.0569,0.053,0.055,1521048.637596
2024-08-13,0.0548,0.0555,0.0531,0.0551,864317.71375
2024-08-14,0.0548,0.0556,0.0533,0.0538,387175.877391
2024-08-15,0.0538,0.0547,0.0508,0.0519,1092571.389563
2024-08-16,0.0516,0.053,0.0504,0.0528,649839.213731
2024-08-17,0.0526,0.0553,0.052,0.0536,511333.74104
2024-08-18,0.0535,0.0555,0.0525,0.0545,1085874.940682
2024-08-19,0.0547,0.0657,0.0547,0.0575,4320383.325491
2024-08-20,0.0579,0.0604,0.0571,0.0596,1754404.239604
2024-08-21,0.0594,0.065,0.0586,0.0635,1817708.608191
2024-08-22,0.0631,0.0657,0.0618,0.064,1133214.388396
2024-08-23,0.0639,0.0687,0.0639,0.0679,640171.140261
2024-08-24,0.068,0.08,0.0666,0.0705,3173212.420577
2024-08-25,0.0704,0.0787,0.068,0.0705,3442640.056129
2024-08-26,0.0706,0.0712,0.0663,0.0674,905266.700892
2024-08-27,0.0674,0.0693,0.0598,0.0614,1587710.020883
2024-08-28,0.0613,0.0652,0.0588,0.0603,1148120.139771
2024-08-29,0.0603,0.0648,0.0601,0.0608,566181.433997
2024-08-30,0.0608,0.0608,0.0574,0.0602,592995.134991
2024-08-31,0.0602,0.0614,0.0576,0.0579,604775.268718
2024-09-01,0.0581,0.0725,0.0571,0.065,5680422.459802
2024-09-02,0.0648,0.0666,0.0588,0.0614,5551429.443037
2024-09-03,0.0615,0.0632,0.0578,0.0578,1789572.431823
2024-09-04,0.058,0.0603,0.0554,0.0594,1676962.107832
2024-09-05,0.0596,0.061,0.05655,0.05732,678707.57459
2024-09-06,0.0575,0.05882,0.0542,0.05625,786458.00207
2024-09-07,0.0563,0.05789,0.0551,0.05546,591715.613159
2024-09-08,0.05554,0.05766,0.05512,0.05734,365397.996731
2024-09-09,0.0576,0.06058,0.05684,0.0602,573314.532527
2024-09-10,0.0602,0.06209,0.0586,0.0613,730685.857836
2024-09-11,0.0619,0.06228,0.05881,0.0603,775438.425495
2024-09-12,0.06048,0.0617,0.058,0.05976,1018193.957292
2024-09-13,0.05993,0.06326,0.0579,0.06156,2093678.134552
2024-09-14,0.06147,0.06655,0.06065,0.06246,1414890.805376
2024-09-15,0.06219,0.06361,0.059,0.05911,638166.917065
2024-09-16,0.05911,0.06021,0.05612,0.05727,578518.03201
2024-09-17,0.05724,0.0595,0.05653,0.0584,586258.374988
2024-09-18,0.05844,0.0605,0.05703,0.0605,879118.739141
2024-09-19,0.0606,0.06403,0.06052,0.06312,1278798.288852
2024-09-20,0.06346,0.0664,0.0625,0.0643,882423.636127
2024-09-21,0.06443,0.06607,0.06343,0.06607,322452.325058
2024-09-22,0.06577,0.06579,0.06194,0.06325,721948.576446
2024-09-23,0.0631,0.0697,0.06201,0.06957,2579839.164239
2024-09-24,0.06956,0.0749,0.06781,0.06945,2932130.862048
2024-09-25,0.06934,0.072,0.0674,0.06776,1057412.026129
2024-09-26,0.06759,0.07004,0.06708,0.0688,653194.640693
2024-09-27,0.06855,0.0726,0.06795,0.07137,2592266.882914
2024-09-28,0.0711,0.07184,0.06818,0.06859,841138.423299
2024-09-29,0.06909,0.07048,0.06802,0.06961,517499.277664
2024-09-30,0.06927,0.06943,0.06499,0.0653,726957.033952
2024-10-01,0.06548,0.06769,0.05725,0.05924,1464573.703804
2024-10-02,0.05917,0.0621,0.05614,0.05708,948457.623938
2024-10-03,0.0574,0.0591,0.05418,0.05585,541657.730039
2024-10-04,0.05608,0.0588,0.05581,0.05854,480722.552813
2024-10-05,0.0588,0.0588,0.05607,0.05729,997399.844289
2024-10-06,0.05713,0.06039,0.05709,0.05988,408460.159029
2024-10-07,0.0599,0.06138,0.05851,0.05868,479312.411464
2024-10-08,0.05862,0.05983,0.05754,0.05823,714940.986631
2024-10-09,0.05844,0.0596,0.05528,0.05618,304347.978172
2024-10-10,0.05619,0.05863,0.0556,0.05735,443651.377342
2024-10-11,0.05733,0.06001,0.05695,0.05945,281827.810131
2024-10-12,0.05927,0.06028,0.05902,0.06008,486211.332411
2024-10-13,0.05982,0.06032,0.05823,0.06028,577494.646457
2024-10-14,0.06029,0.06299,0.05946,0.06291,1005793.804557
2024-10-15,0.063,0.0637,0.05883,0.06048,1722067.825693
2024-10-16,0.06035,0.06144,0.05888,0.06022,915510.762277
2024-10-17,0.06021,0.06047,0.0578,0.05827,448222.327494
2024-10-18,0.05827,0.06001,0.0581,0.05941,720471.816309
2024-10-19,0.05948,0.0604,0.05891,0.05932,245282.60117
2024-10-20,0.05948,0.06363,0.05844,0.06346,617471.035929
2024-10-21,0.06353,0.06459,0.06,0.06253,1156099.022178
