timestamp,open,high,low,close,volume
2024-07-11,2.138,2.197,2.103,2.112,1028113.989175
2024-07-12,2.112,2.17,2.083,2.165,857729.038657
2024-07-13,2.165,2.26,2.151,2.238,924906.820842
2024-07-14,2.237,2.295,2.218,2.285,848848.542976
2024-07-15,2.288,2.398,2.277,2.39,1355958.727193
2024-07-16,2.392,2.442,2.284,2.414,2938691.002574
2024-07-17,2.415,2.471,2.394,2.412,1236612.869888
2024-07-18,2.412,2.465,2.333,2.387,1095328.02599
2024-07-19,2.388,2.536,2.334,2.505,1371616.201438
2024-07-20,2.504,2.51,2.458,2.48,901796.750219
2024-07-21,2.48,2.521,2.378,2.497,887251.461048
2024-07-22,2.498,2.523,2.383,2.404,1110589.563104
2024-07-23,2.405,2.443,2.294,2.324,2150466.759105
2024-07-24,2.325,2.395,2.264,2.29,1160146.150954
2024-07-25,2.291,2.304,2.148,2.267,2946461.282174
2024-07-26,2.266,2.423,2.263,2.373,2113167.953677
2024-07-27,2.373,2.42,2.337,2.379,1712204.840788
2024-07-28,2.378,2.378,2.292,2.319,726620.387447
2024-07-29,2.319,2.391,2.281,2.299,1063365.31546
2024-07-30,2.298,2.335,2.189,2.23,1160656.11457
2024-07-31,2.228,2.266,2.171,2.182,786190.717727
2024-08-01,2.183,2.203,1.989,2.133,1152792.308802
2024-08-02,2.133,2.141,1.977,2.01,1133875.991629
2024-08-03,2.008,2.032,1.865,1.918,1213349.305371
2024-08-04,1.918,1.97,1.778,1.848,1552439.024263
2024-08-05,1.848,1.867,1.543,1.786,8455920.034899
2024-08-06,1.786,1.888,1.783,1.858,1047098.491243
2024-08-07,1.856,1.918,1.794,1.834,763921.023971
2024-08-08,1.834,2.012,1.8,2.006,1424582.533677
2024-08-09,2.006,2.016,1.928,1.97,1328226.295778
2024-08-10,1.97,2.083,1.957,2.045,1023466.923127
2024-08-11,2.044,2.119,1.914,1.923,1200427.749651
2024-08-12,1.923,2.069,1.905,2.043,1020351.588747
2024-08-13,2.042,2.114,1.995,2.079,1089675.742674
2024-08-14,2.079,2.095,2.011,2.037,1031776.964249
2024-08-15,2.036,2.084,1.956,1.982,1189186.551163
2024-08-16,1.981,2.015,1.917,1.951,827743.091885
2024-08-17,1.949,1.966,1.923,1.955,341034.024045
2024-08-18,1.953,2.042,1.93,1.972,565732.872259
2024-08-19,1.972,1.997,1.932,1.974,946144.080574
2024-08-20,1.975,2.026,1.943,1.985,713699.22943
2024-08-21,1.983,2.081,1.957,2.057,513253.114686
2024-08-22,2.057,2.171,2.028,2.163,975633.097955
2024-08-23,2.161,2.328,2.148,2.298,832385.664542
2024-08-24,2.298,2.349,2.237,2.281,774063.086174
2024-08-25,2.28,2.286,2.174,2.222,467261.107205
2024-08-26,2.222,2.286,2.117,2.135,919461.077817
2024-08-27,2.135,2.194,1.981,2.032,628208.207459
2024-08-28,2.031,2.077,1.951,2.008,619916.318148
2024-08-29,2.007,2.1,2.003,2.044,357924.659454
2024-08-30,2.043,2.124,2.014,2.069,672995.367156
2024-08-31,2.071,2.14,2.03,2.047,474722.336644
2024-09-01,2.045,2.197,1.956,1.972,1375042.858991
2024-09-02,1.97,2.346,1.959,2.3,1423325.896751
2024-09-03,2.3,2.319,2.075,2.101,1441914.492585
2024-09-04,2.102,2.135,1.976,2.076,1295777.082307
2024-09-05,2.075,2.09,1.975,2.01,668216.221103
2024-09-06,2.009,2.034,1.827,1.89,739418.200276
2024-09-07,1.89,1.936,1.869,1.896,225083.016915
2024-09-08,1.897,2.051,1.887,2.004,601104.715015
2024-09-09,2.004,2.074,1.98,2.048,358777.574577
2024-09-10,2.05,2.084,2.007,2.072,217892.262009
2024-09-11,2.07,2.07,1.981,2.053,348573.862534
2024-09-12,2.05,2.202,2.049,2.197,510642.301362
2024-09-13,2.194,2.204,2.122,2.166,474604.722097
2024-09-14,2.167,2.17,2.083,2.1,312249.381176
2024-09-15,2.099,2.145,2.045,2.077,461965.41898
2024-09-16,2.075,2.136,2.046,2.062,1314009.706025
2024-09-17,2.059,2.134,2.042,2.11,615989.642482
2024-09-18,2.109,2.26,2.106,2.209,1273332.585435
2024-09-19,2.209,2.286,2.206,2.275,688231.330505
2024-09-20,2.274,2.39,2.234,2.312,974719.511744
2024-09-21,2.311,2.364,2.253,2.363,516506.953052
2024-09-22,2.362,2.37,2.186,2.239,524718.767216
2024-09-23,2.238,2.328,2.194,2.315,687865.348081
2024-09-24,2.314,2.347,2.253,2.328,763853.644054
2024-09-25,2.329,2.404,2.274,2.288,831922.032142
2024-09-26,2.29,2.389,2.245,2.379,597891.884591
2024-09-27,2.377,2.452,2.375,2.423,816420.460959
2024-09-28,2.424,2.467,2.322,2.388,663784.51711
2024-09-29,2.388,2.45,2.319,2.411,746778.904801
2024-09-30,2.407,2.429,2.296,2.304,991465.966896
2024-10-01,2.304,2.402,2.211,2.353,1594392.059536
2024-10-02,2.351,2.542,2.229,2.259,2888849.403912
2024-10-03,2.259,2.459,2.218,2.296,1817770.504469
2024-10-04,2.297,2.532,2.295,2.531,2529677.106032
2024-10-05,2.531,2.569,2.407,2.464,935039.808096
2024-10-06,2.465,2.489,2.415,2.458,918238.603944
2024-10-07,2.458,2.506,2.349,2.371,1312927.284188
2024-10-08,2.373,2.472,2.372,2.405,1525185.756365
2024-10-09,2.405,2.425,2.264,2.288,803597.624115
2024-10-10,2.288,2.305,2.236,2.294,470453.209857
2024-10-11,2.295,2.353,2.287,2.337,264620.993129
2024-10-12,2.338,2.386,2.301,2.365,314813.575236
2024-10-13,2.363,2.43,2.314,2.373,399122.509459
2024-10-14,2.372,2.451,2.315,2.374,986036.51503
2024-10-15,2.376,2.378,2.238,2.322,1076450.021889
2024-10-16,2.322,2.33,2.248,2.275,353177.275172
2024-10-17,2.274,2.282,2.195,2.268,483550.721685
2024-10-18,2.264,2.298,2.235,2.29,385628.69266
2024-10-19,2.291,2.319,2.25,2.278,268651.674641
2024-10-20,2.282,2.368,2.252,2.365,624435.295733
2024-10-21,2.366,2.417,2.292,2.3,707023.370755
2024-10-22,2.3,2.316,2.222,2.283,494478.173334
2024-10-23,2.283,2.286,2.21,2.265,450412.782253
2024-10-24,2.265,2.334,2.221,2.322,668740.837441
2024-10-25,2.322,2.352,2.15,2.202,990982.991107
2024-10-26,2.203,2.413,2.167,2.352,1766395.84261
2024-10-27,2.352,2.365,2.298,2.335,484488.967176
2024-10-28,2.335,2.399,2.248,2.357,1138657.709431
2024-10-29,2.359,3.126,2.235,2.876,5774259.960917
2024-10-30,2.876,3.313,2.718,3.192,7730505.236854
2024-10-31,3.192,3.633,2.838,2.942,7349839.58365
2024-11-01,2.941,3.089,2.73,2.764,4192973.716452
2024-11-02,2.763,2.844,2.521,2.568,1971739.910936
2024-11-03,2.568,2.573,2.398,2.437,1665202.277898
2024-11-04,2.431,2.725,2.408,2.568,4362336.493983
2024-11-05,2.568,2.942,2.557,2.855,6187176.671442
2024-11-06,2.856,3.202,2.797,2.967,7748636.204174
2024-11-07,2.966,2.992,2.664,2.76,3568068.02465
2024-11-08,2.762,2.806,2.585,2.663,2584053.843161
2024-11-09,2.657,2.804,2.576,2.803,2523770.841527
2024-11-10,2.803,3.099,2.716,2.945,7940641.922643
2024-11-11,2.945,3.113,2.74,3.081,5928430.591462
2024-11-12,3.081,3.81,2.963,3.214,14730296.606274
2024-11-13,3.214,3.406,2.726,2.898,9409232.413374
2024-11-14,2.898,2.987,2.765,2.843,4075308.625734
2024-11-15,2.842,2.957,2.734,2.952,2596344.054004
2024-11-16,2.951,3.074,2.876,3.055,1688389.009825
2024-11-17,3.055,3.055,2.819,2.88,1963857.464564
2024-11-18,2.878,3.01,2.846,2.965,1897545.058704
2024-11-19,2.965,3.097,2.921,2.98,1965184.01215
2024-11-20,2.978,3.22,2.812,2.913,3324777.4877
2024-11-21,2.911,3.004,2.771,2.991,1876049.832047
2024-11-22,2.987,3.108,2.865,3.104,1428672.004
2024-11-23,3.105,3.221,2.922,3.198,3836955.067974
2024-11-24,3.199,3.422,3.03,3.315,3385526.94854
2024-11-25,3.317,3.346,3.076,3.154,1692110.015607
2024-11-26,3.157,3.435,3.016,3.385,1971502.404319
2024-11-27,3.382,3.759,3.261,3.53,6813545.022226
2024-11-28,3.528,3.725,3.397,3.696,1627921.214905
2024-11-29,3.696,3.85,3.546,3.733,1261170.824424
2024-11-30,3.736,3.888,3.62,3.727,1254966.019934
2024-12-01,3.73,3.96,3.615,3.822,1600565.106241
2024-12-02,3.821,3.871,3.46,3.773,1485734.377312
2024-12-03,3.777,4.199,3.743,4.176,2797878.153654
2024-12-04,4.179,4.311,4.037,4.169,1509264.418412
2024-12-05,4.17,4.255,3.926,4.067,1354346.055241
2024-12-06,4.066,4.418,4.0,4.323,1199113.475207
