timestamp,open,high,low,close,volume
2024-07-11,0.1026,0.1111,0.1004,0.10161,2859173.409116
2024-07-12,0.10161,0.10196,0.09689,0.09833,1240531.71857
2024-07-13,0.09867,0.10841,0.09832,0.10533,1480287.778612
2024-07-14,0.10557,0.1082,0.10085,0.10367,1533989.330022
2024-07-15,0.104,0.11592,0.10346,0.11341,2637266.472776
2024-07-16,0.11352,0.11517,0.10424,0.1086,3880831.915229
2024-07-17,0.10854,0.125,0.10683,0.11617,3212979.449719
2024-07-18,0.11617,0.122,0.112,0.11408,2282527.480261
2024-07-19,0.11409,0.125,0.112,0.12064,2569028.808772
2024-07-20,0.1206,0.128,0.11956,0.12097,1770503.292471
2024-07-21,0.12047,0.12397,0.11391,0.1161,1520673.708137
2024-07-22,0.11576,0.13369,0.11576,0.12671,3762297.846742
2024-07-23,0.12674,0.12675,0.1157,0.11649,2612668.904715
2024-07-24,0.1162,0.12147,0.114,0.11806,1596595.159522
2024-07-25,0.11805,0.11923,0.10892,0.11412,1949258.247308
2024-07-26,0.11412,0.1258,0.113,0.1192,1575776.955825
2024-07-27,0.11901,0.12269,0.11896,0.12002,650212.057582
2024-07-28,0.12002,0.12332,0.11768,0.12097,830155.981596
2024-07-29,0.1208,0.153,0.1204,0.13951,6909831.738999
2024-07-30,0.13951,0.149,0.12902,0.1376,2681017.93784
2024-07-31,0.13711,0.13867,0.12217,0.12301,2144221.299017
2024-08-01,0.12301,0.12572,0.11212,0.11923,2795574.820321
2024-08-02,0.1196,0.1225,0.11071,0.11071,1978742.446207
2024-08-03,0.11072,0.11555,0.09692,0.09985,2347282.56246
2024-08-04,0.09944,0.10154,0.08748,0.0934,2937491.753957
2024-08-05,0.09377,0.0938,0.06983,0.07288,6456193.050021
2024-08-06,0.07287,0.084,0.07283,0.0771,5663902.897143
2024-08-07,0.07688,0.07944,0.07048,0.07147,3443721.448863
2024-08-08,0.07153,0.08837,0.07153,0.08536,3293114.76258
2024-08-09,0.08536,0.0897,0.07725,0.08011,2526071.323564
2024-08-10,0.08009,0.08613,0.0793,0.08294,1675636.087728
2024-08-11,0.08299,0.086,0.0766,0.0766,879620.6775
2024-08-12,0.07676,0.0803,0.075,0.07801,1399686.600462
2024-08-13,0.07801,0.08334,0.07691,0.0804,1550453.1526
2024-08-14,0.08059,0.08125,0.07455,0.07642,1627747.835957
2024-08-15,0.07643,0.0767,0.07071,0.07179,1007971.122898
2024-08-16,0.07182,0.0729,0.06994,0.07239,472049.638735
2024-08-17,0.0724,0.07756,0.0716,0.07348,790975.532769
2024-08-18,0.07348,0.07611,0.0731,0.07427,377538.246453
2024-08-19,0.07445,0.07895,0.0724,0.07409,2035828.57559
2024-08-20,0.07436,0.07595,0.07311,0.07415,958655.927306
2024-08-21,0.07401,0.07611,0.07221,0.07595,1678788.390508
2024-08-22,0.07595,0.08026,0.07274,0.079,3041761.595492
2024-08-23,0.07902,0.088,0.07897,0.0869,3024656.470462
2024-08-24,0.0869,0.08902,0.083,0.086,1573694.008397
2024-08-25,0.08601,0.08638,0.0825,0.0843,783928.866767
2024-08-26,0.08436,0.08437,0.07567,0.07642,1055796.132105
2024-08-27,0.07642,0.07729,0.07196,0.072,1237506.706502
2024-08-28,0.072,0.07298,0.06958,0.07086,1393158.083659
2024-08-29,0.07088,0.07299,0.06984,0.07022,678444.975704
2024-08-30,0.07,0.071,0.06469,0.06724,1758793.043521
2024-08-31,0.06779,0.0684,0.06614,0.06617,345592.381109
2024-09-01,0.06627,0.06686,0.06202,0.06288,508774.21826
2024-09-02,0.06288,0.06411,0.05967,0.0618,1682272.881378
